"Pos","Region","Poblacion","Superficie","Fecha","Nuevos.Sintomaticos","Nuevos.Asintomaticos","Nuevos.No.Notificados","Nuevos.Confirmados","Tasa.Incidencia","Casos.Confirmados","Nuevos.Fallecidos","Casos.Fallecidos","Letalidad","Activos.Confirmados","Activos.Probables","Probables.Acumulados","Recuperados.Confirmados","Fecha.Primer.Contagiado","Periodo.Infeccioso","Pacientes.UCI","Examenes.PCR","Examenes.PCR.Acumulados","Tasa.Positividad","I.Movilidad","Residencias.Sanitarias","Cupos.Residencias.Sanitarias","Usuarios.Residencias.Sanitarias","Vacunados.Primera.Dosis","Vacunados.Segunda.Dosis","Vacunados.Tercera.Dosis","Vacunados.Cuarta.Dosis","Vacunados.Unica.Dosis"
"4","Atacama","314709","75176","2021-09-14","2","0","0","2","0.6355077230076","27213","0","351","1.2898247161283","82","3","1574","26771","2020-03-14","550","7","177","421063","1.1299435028249","0","1","150","63","234134","220381","32979","0","7272"
"5","Coquimbo","836096","40579","2021-09-14","4","2","2","8","0.95682792406614","48499","0","1017","2.0969504525867","76","35","8366","47349","2020-03-19","545","11","594","678100","1.3468013468013","0","3","226","99","620131","591526","98400","0","23945"
"6","Valparaiso","1960170","16396","2021-09-14","9","6","0","15","0.76523974961355","122840","0","3450","2.8085314229893","167","70","47924","119055","2020-03-16","548","28","998","1668903","1.5030060120241","0","3","491","95","1497247","1433308","328769","0","51436"
"7","Metropolitana","8125072","15403","2021-09-14","81","30","12","123","1.5138327389591","687353","0","19081","2.7760117436019","1464","447","149815","665320","2020-03-04","560","316","11770","7422836","1.0450297366185","0","9","1687","398","5551003","5307660","1033683","0","220456"
"8","OHiggins","991063","16387","2021-09-14","19","7","0","26","2.6234457345295","68493","0","1540","2.2484049464909","127","21","14183","66752","2020-03-19","545","20","911","793875","2.854006586169","0","7","313","169","767357","736844","134961","0","23345"
"9","Maule","1131939","30296","2021-09-14","15","2","0","17","1.5018477144086","101380","0","1774","1.7498520418228","151","28","10125","99353","2020-03-03","561","19","1006","1085584","1.6898608349901","0","7","379","169","863571","830004","160256","0","31169"
"10","Nuble","511551","13178","2021-09-14","2","1","0","3","0.58645179073054","35877","0","641","1.7866599771441","51","17","9632","35154","2020-03-12","552","5","252","482673","1.1904761904762","0","9","269","40","407805","394182","75822","0","11184"
"11","Biobio","1663696","23890","2021-09-14","15","8","0","23","1.382464104019","150774","0","2659","1.7635666626872","244","89","34021","147714","2020-03-09","555","29","2174","2186886","1.0579576816927","0","13","1183","323","1231884","1186852","241070","0","43756"
"12","Araucania","1014343","31842","2021-09-14","7","2","0","9","0.88727383143572","98075","0","1500","1.5294417537599","86","14","11165","96373","2020-03-16","548","13","1096","868837","0.82116788321168","0","5","308","200","755155","718842","135846","0","28836"
"13","Los Rios","405835","18429","2021-09-14","0","2","0","2","0.49281111781882","49262","0","688","1.3966140229792","39","12","5740","48489","2020-03-16","548","4","431","488853","0.46403712296984","0","3","238","31","309425","297645","55215","0","12253"
"14","Los Lagos","891440","48583","2021-09-14","7","1","0","8","0.89742439199497","88688","0","1401","1.5796951109507","119","44","15436","87093","2020-03-07","557","15","1412","1575429","0.56657223796034","0","8","400","132","665558","635312","108217","0","37366"
"15","Aysen","107297","108494","2021-09-14","0","0","0","0","0","8191","0","77","0.94005615919912","13","8","1627","8093","2020-03-14","550","0","182","159741","0","0","3","73","35","77212","75119","10368","0","8942"
"16","Magallanes","178362","132033","2021-09-14","1","0","0","1","0.56065753916193","29250","0","498","1.7025641025641","7","1","3238","28700","2020-03-17","547","1","198","298511","0.5050505050505","0","5","207","10","130887","127887","28488","0","14940"
"17","Total","19458310","755839","2021-09-14","179","100","18","297","1.5263401600653","1644832","0","37253","2.2648513647594","3086","930","332256","1601955","2020-03-03","561","481","24923","20159885","1.1916703446616","0","90","7096","2652","14041583","13436392","2558174","0","559609"
"1","Arica y Parinacota","252110","16873","2021-09-13","13","10","1","24","9.5196541192337","26817","0","528","1.9689003244211","150","46","3274","26096","2020-03-19","544","0","1022","411327","2.3483365949119","0","3","313","202","174811","165298","24517","0","10201"
"2","Tarapaca","382773","42225","2021-09-13","9","6","5","20","5.2250289335977","41182","0","808","1.9620222427274","92","69","9734","40250","2020-03-23","540","3","2404","533550","0.83194675540765","0","4","285","276","258996","247055","28554","0","13035"
"3","Antofagasta","691854","126049","2021-09-13","6","21","8","35","5.0588708022213","60831","1","1240","2.0384343509066","195","34","6396","59309","2020-03-14","549","9","1607","1079995","2.1779713752334","0","7","574","433","493440","465135","56230","0","21119"
"4","Atacama","314709","75176","2021-09-13","5","6","9","20","6.355077230076","27211","0","351","1.289919517842","96","6","1574","26755","2020-03-14","549","7","890","420886","2.247191011236","0","1","150","94","233107","219482","32299","0","7271"
"5","Coquimbo","836096","40579","2021-09-13","8","8","0","16","1.9136558481323","48490","3","1017","2.0973396576614","76","41","8365","47340","2020-03-19","544","12","1723","677506","0.92861288450377","0","3","226","92","618493","589923","95778","0","23933"
"6","Valparaiso","1960170","16396","2021-09-13","12","4","3","19","0.96930368284383","122825","2","3450","2.8088744148178","188","73","47920","119019","2020-03-16","547","24","2536","1667905","0.74921135646688","0","3","491","110","1491643","1429474","319441","0","51436"
"7","Metropolitana","8125072","15403","2021-09-13","115","50","19","184","2.2645953168169","687232","7","19081","2.7765005121997","1496","465","149786","665167","2020-03-04","559","321","17377","7411066","1.0588709213328","0","9","1687","372","5529956","5293141","998642","0","219672"
"8","OHiggins","991063","16387","2021-09-13","4","2","1","7","0.70631231314256","68466","2","1540","2.2492916191978","122","26","14185","66730","2020-03-19","544","20","1392","792964","0.50287356321839","0","7","313","181","763218","735074","130906","0","23345"
"9","Maule","1131939","30296","2021-09-13","8","15","0","23","2.0319116136117","101363","0","1774","1.7501455166086","156","33","10123","99331","2020-03-03","560","19","2815","1084578","0.81705150976909","0","7","379","150","860489","827672","155093","0","31169"
"10","Nuble","511551","13178","2021-09-13","7","2","0","9","1.7593553721916","35874","0","641","1.786809388415","60","21","9632","35142","2020-03-12","551","5","970","482421","0.92783505154639","0","9","269","54","406539","393251","73186","0","11184"
"11","Biobio","1663696","23890","2021-09-13","23","8","2","33","1.9835354535925","150752","3","2659","1.7638240288686","258","96","34016","147678","2020-03-09","554","29","4573","2184712","0.72162694073912","0","13","1183","315","1227961","1183772","231856","0","43748"
"12","Araucania","1014343","31842","2021-09-13","4","5","1","10","0.98585981270635","98068","1","1500","1.5295509238488","90","23","11169","96362","2020-03-16","547","14","1589","867741","0.62932662051605","0","5","308","205","751746","715620","130979","0","28836"
