"Pos","Region","Poblacion","Superficie","Fecha","Nuevos.Sintomaticos","Nuevos.Asintomaticos","Nuevos.No.Notificados","Nuevos.Confirmados","Tasa.Incidencia","Casos.Confirmados","Nuevos.Fallecidos","Casos.Fallecidos","Letalidad","Activos.Confirmados","Activos.Probables","Probables.Acumulados","Recuperados.Confirmados","Fecha.Primer.Contagiado","Periodo.Infeccioso","Pacientes.UCI","Examenes.PCR","Examenes.PCR.Acumulados","Tasa.Positividad","I.Movilidad","Residencias.Sanitarias","Cupos.Residencias.Sanitarias","Usuarios.Residencias.Sanitarias","Vacunados.Primera.Dosis","Vacunados.Segunda.Dosis","Vacunados.Tercera.Dosis","Vacunados.Cuarta.Dosis","Vacunados.Unica.Dosis"
"12","Araucania","1014343","31842","2020-04-13","20","0","0","20","1.9717196254127","795","0","17","2.1383647798742","0","0","0","0","2020-03-16","29","52","232","814","8.6206896551724","3.8763602296443","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-13","3","0","0","3","0.73921667672823","138","0","3","2.1739130434783","0","0","0","0","2020-03-16","29","7","0","91","0","3.7008567245703","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-13","8","0","0","8","0.89742439199497","380","0","5","1.3157894736842","0","0","0","0","2020-03-07","38","25","39","982","20.512820512821","4.3070528912143","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-13","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","31","0","0","17","0","3.172349014666","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-13","19","0","0","19","10.652493244077","415","1","5","1.2048192771084","0","0","0","0","2020-03-17","28","15","45","233","42.222222222222","3.7457878491948","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-13","312","0","0","312","1.6034280469373","7525","2","82","1.0897009966777","0","0","0","0","2020-03-03","42","387","2764","24644","11.287988422576","6.356980126805","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-12","8","0","0","8","3.1732180397446","115","1","1","0.8695652173913","0","0","0","0","2020-03-19","25","5","103","266","7.7669902912621","3.5653475179244","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-12","8","0","0","8","2.0900115734391","46","0","0","0","0","0","0","0","2020-03-23","21","2","0","0","0","4.1634955530799","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-12","21","0","0","21","3.0353224813328","138","0","1","0.72463768115942","0","0","0","0","2020-03-14","30","3","175","592","12","3.7504924944957","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-12","0","0","0","0","0","13","0","0","0","0","0","0","0","2020-03-14","30","1","25","194","0","3.9961085524802","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-12","2","0","0","2","0.23920698101653","66","0","0","0","0","0","0","0","2020-03-19","25","1","0","0","0","4.2416374708787","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-12","6","0","0","6","0.30609589984542","254","0","2","0.78740157480315","0","0","0","0","2020-03-16","28","18","273","1071","2.1978021978022","6.1308884662426","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-12","151","0","0","151","1.8584450697791","3599","3","35","0.97249235898861","0","0","0","0","2020-03-04","40","185","3861","14534","3.9109039109039","5.5277072162197","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-12","1","0","0","1","0.10090175902036","46","0","0","0","0","0","0","0","2020-03-19","25","7","0","142","0","3.9300084664429","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-12","4","0","0","4","0.35337593280203","138","0","3","2.1739130434783","0","0","0","0","2020-03-03","41","15","341","957","1.1730205278592","3.3026070956113","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-12","7","0","0","7","1.3683875117046","613","1","7","1.141924959217","0","0","0","0","2020-03-12","32","12","189","812","3.7037037037037","3.3583060260518","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-12","10","0","0","10","0.60107134957348","500","0","2","0.4","0","0","0","0","2020-03-09","35","31","469","1491","2.1321961620469","3.2035074140376","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-12","36","0","0","36","3.5490953257429","775","0","17","2.1935483870968","0","0","0","0","2020-03-16","28","56","184","582","19.565217391304","2.8745783750403","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-12","5","0","0","5","1.232027794547","135","1","3","2.2222222222222","0","0","0","0","2020-03-16","28","7","0","91","0","2.639910192562","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-12","8","0","0","8","0.89742439199497","372","0","5","1.3440860215054","0","0","0","0","2020-03-07","37","26","225","943","3.5555555555556","3.1183411311883","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-12","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","30","0","7","17","0","2.1571288212037","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-12","19","0","0","19","10.652493244077","396","1","4","1.010101010101","0","0","0","0","2020-03-17","27","18","45","188","42.222222222222","2.8314558856517","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-12","286","0","0","286","1.4698090430258","7213","7","80","1.1091085539997","0","0","0","0","2020-03-03","41","387","5897","21880","4.8499236900119","4.5742977915016","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-11","20","0","0","20","7.9330450993614","107","0","0","0","0","0","0","0","2020-03-19","24","5","93","163","21.505376344086","3.7212305111458","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-11","3","0","0","3","0.78375434003966","38","0","0","0","0","0","0","0","2020-03-23","20","3","0","0","0","4.2515825165469","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-11","7","0","0","7","1.0117741604443","117","0","1","0.85470085470085","0","0","0","0","2020-03-14","29","2","107","417","6.5420560747664","4.0150321622217","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-11","0","0","0","0","0","13","0","0","0","0","0","0","0","2020-03-14","29","1","60","169","0","4.1664998902369","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-11","3","0","0","3","0.3588104715248","64","0","0","0","0","0","0","0","2020-03-19","24","2","0","0","0","4.4520501408156","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-11","7","0","0","7","0.35711188315299","248","0","2","0.80645161290323","0","0","0","0","2020-03-16","27","22","248","798","2.8225806451613","6.6783285834414","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-11","255","0","0","255","3.1384337271104","3448","3","32","0.92807424593968","0","0","0","0","2020-03-04","39","178","2105","10673","12.114014251781","5.6896830859394","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-11","1","0","0","1","0.10090175902036","45","0","0","0","0","0","0","0","2020-03-19","24","7","74","142","1.3513513513513","4.1279889786997","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-11","3","0","0","3","0.26503194960152","134","1","3","2.2388059701492","0","0","0","0","2020-03-03","40","13","0","616","0","3.3375467473434","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-11","17","0","0","17","3.3232268141397","606","0","6","0.99009900990099","0","0","0","0","2020-03-12","31","13","259","623","6.5637065637066","3.4328885058264","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-11","16","0","0","16","0.96171415931757","490","0","2","0.40816326530612","0","0","0","0","2020-03-09","34","33","281","1022","5.6939501779359","3.353592425153","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-11","27","0","0","27","2.6618214943072","739","1","17","2.3004059539919","0","0","0","0","2020-03-16","27","53","126","398","21.428571428571","2.9765324811933","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-11","6","0","0","6","1.4784333534564","130","0","2","1.5384615384615","0","0","0","0","2020-03-16","27","7","0","91","0","2.7459769182494","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-11","15","0","0","15","1.6826707349906","364","3","5","1.3736263736264","0","0","0","0","2020-03-07","36","26","178","718","8.4269662921348","3.2920143482638","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-11","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","29","0","0","10","0","2.2443745315803","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-11","46","0","0","46","25.790246801449","377","0","3","0.79575596816976","0","0","0","0","2020-03-17","26","18","46","143","100","2.910412148873","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-11","426","0","0","426","2.1892959871643","6927","8","73","1.053847264328","0","0","0","0","2020-03-03","40","383","3577","15983","11.909421302768","4.7656375710572","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-10","12","0","0","12","4.7598270596168","87","0","0","0","0","0","0","0","2020-03-19","23","5","0","70","0","3.7875688654057","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-10","6","0","0","6","1.5675086800793","35","0","0","0","0","0","0","0","2020-03-23","19","3","0","0","0","4.2305384905278","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-10","18","0","0","18","2.6017049839995","110","0","1","0.90909090909091","0","0","0","0","2020-03-14","28","3","128","310","14.0625","3.9967190809865","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-10","3","0","0","3","0.95326158451141","13","0","0","0","0","0","0","0","2020-03-14","28","1","52","109","5.7692307692308","4.205951434738","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-10","0","0","0","0","0","61","0","0","0","0","0","0","0","2020-03-19","23","2","0","0","0","4.413421985565","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-10","11","0","0","11","0.56117581638327","241","0","2","0.8298755186722","0","0","0","0","2020-03-16","26","21","249","550","4.4176706827309","6.2651711654614","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-10","361","0","0","361","4.4430375509288","3193","8","29","0.90823676792985","0","0","0","0","2020-03-04","38","181","3185","8568","11.334379905809","5.5850819054072","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-10","0","0","0","0","0","44","0","0","0","0","0","0","0","2020-03-19","23","7","0","68","0","3.7831961296138","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-10","3","0","0","3","0.26503194960152","131","0","2","1.5267175572519","0","0","0","0","2020-03-03","39","11","219","616","1.3698630136986","3.1175921739375","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-10","18","0","0","18","3.5187107443833","589","0","6","1.018675721562","0","0","0","0","2020-03-12","30","13","0","364","0","3.389887513961","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-10","14","0","0","14","0.84149988940287","474","0","2","0.42194092827004","0","0","0","0","2020-03-09","33","32","149","741","9.3959731543624","3.2857097387248","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-10","23","0","0","23","2.2674775692246","712","0","16","2.247191011236","0","0","0","0","2020-03-16","26","57","148","272","15.54054054054","2.9232796899925","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-10","6","0","0","6","1.4784333534564","124","0","2","1.6129032258064","0","0","0","0","2020-03-16","26","7","91","91","6.5934065934066","2.6309398445231","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-10","9","0","0","9","1.0096024409944","349","0","2","0.5730659025788","0","0","0","0","2020-03-07","35","25","199","540","4.5226130653266","3.0563334685546","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-10","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","28","0","0","10","0","2.1347909012935","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-10","45","0","0","45","25.229589262287","331","0","3","0.90634441087613","0","0","0","0","2020-03-17","25","15","24","97","187.5","2.9175881815657","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-10","529","0","0","529","2.718632810352","6501","8","65","0.99984617751115","0","0","0","0","2020-03-03","39","383","4444","12406","11.903690369037","4.6253083716518","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-09","12","0","0","12","4.7598270596168","75","0","0","0","0","0","0","0","2020-03-19","22","5","70","70","17.142857142857","4.6322283112977","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-09","3","0","0","3","0.78375434003966","29","0","0","0","0","0","0","0","2020-03-23","18","2","0","0","0","5.2201365627715","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-09","15","0","0","15","2.1680874866663","92","0","1","1.0869565217391","0","0","0","0","2020-03-14","27","2","182","182","8.2417582417582","5.0143989935209","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-09","2","0","0","2","0.6355077230076","10","0","0","0","0","0","0","0","2020-03-14","27","1","57","57","3.5087719298246","5.3762823063486","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-09","5","0","0","5","0.59801745254133","61","0","0","0","0","0","0","0","2020-03-19","22","1","0","0","0","5.7325009199943","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-09","5","0","0","5","0.25507991653785","230","0","2","0.8695652173913","0","0","0","0","2020-03-16","25","22","301","301","1.6611295681063","8.2584474642688","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-09","284","0","0","284","3.4953536411739","2832","7","21","0.74152542372881","0","0","0","0","2020-03-04","37","164","5383","5383","5.2758684748282","7.4853238882105","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-09","1","0","0","1","0.10090175902036","44","0","0","0","0","0","0","0","2020-03-19","22","6","68","68","1.4705882352941","5.597686721443","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-09","9","0","0","9","0.79509584880457","128","0","2","1.5625","0","0","0","0","2020-03-03","38","10","397","397","2.2670025188917","5.1126161508008","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-09","10","0","0","10","1.9548393024351","571","1","6","1.0507880910683","0","0","0","0","2020-03-12","29","13","364","364","2.7472527472527","4.5489427993724","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-09","21","0","0","21","1.2622498341043","460","0","2","0.43478260869565","0","0","0","0","2020-03-09","32","33","592","592","3.5472972972973","4.6597363660816","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-09","20","0","0","20","1.9717196254127","689","1","16","2.322206095791","0","0","0","0","2020-03-16","25","56","124","124","16.129032258064","3.9325024484211","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-09","4","0","0","4","0.98562223563764","118","0","2","1.6949152542373","0","0","0","0","2020-03-16","25","7","0","0","0","3.7951879946137","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-09","15","0","0","15","1.6826707349906","340","0","2","0.58823529411765","0","0","0","0","2020-03-07","34","24","341","341","4.3988269794721","4.3893657607426","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-09","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","27","0","10","10","0","3.2136349571903","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-09","20","0","0","20","11.213150783239","286","0","3","1.0489510489511","0","0","0","0","2020-03-17","24","14","73","73","27.397260273973","3.7066133859888","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-09","426","0","0","426","2.1892959871643","5972","9","57","0.95445411922304","0","0","0","0","2020-03-03","38","360","7962","7962","5.3504144687265","6.2693702177435","0","0","0","0","0","0","0","0"
